Target,Accessions,Compounds
Neuronal acetylcholine receptor,P17787|P30926|P32297|P43681|Q15822|Q9UGM1|Q15825|P30532|P36544|Q9GZZ6|Q05901,3
T-complex protein 1 subunit alpha,P17987,3
Vinculin,P18206,3
Cadherin-2,P19022,3
Transcription factor E3,P19532,3
C-X-C motif chemokine 2,P19875,3
Annexin A7,P20073,3
Lamin-B1,P20700,3
"V-type proton ATPase subunit B, brain isoform",P21281,3
Filamin-A,P21333,3
Fibroblast growth factor 7,P21781,3
Bone morphogenetic protein 6,P22004,3
Sterol carrier protein 2,P22307,3
Heterogeneous nuclear ribonucleoproteins A2/B1,P22626,3
Integrin alpha-6,P23229,3
"Splicing factor, proline- and glutamine-rich",P23246,3
Small ribosomal subunit protein uS3,P23396,3
Eukaryotic translation initiation factor 4B,P23588,3
Protein cereblon/Bromodomain-containing protein 4/Bromodomain-containing protein 3/Bromodomain-containing protein 2,P25440|O60885|Q15059|Q96SW2,3
Bromodomain and extra-terminal motif (BET),P25440|O60885|Q58F21|Q15059,3
Proteasome subunit alpha type-4,P25789,3
Integrin beta-7,P26010,3
Moesin,P26038,3
Valine--tRNA ligase,P26640,3
Calnexin,P27824,3
Gamma-aminobutyric acid receptor subunit alpha-6/beta-3,P28472|Q16445,3
AT-rich interactive domain-containing protein 4A,P29374,3
Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform,P30153,3
Nicotinic acetylcholine receptor alpha3/beta4/alpha5,P30926|P32297|P30532,3
Cholecystokinin(CCK) A/B,P32239|P32238,3
Neuronal acetylcholine receptor subunit alpha-6/alpha-3,P32297|Q15825,3
Deoxycytidylate deaminase,P32321,3
DNA replication licensing factor MCM7,P33993,3
N-acetylgalactosamine-6-sulfatase,P34059,3
Heat shock 70 kDa protein 4,P34932,3
Large ribosomal subunit protein eL22,P35268,3
Protein cereblon/Basigin,P35613|Q96SW2,3
RNA-binding protein FUS,P35637,3
"ATP synthase F(1) complex subunit gamma, mitochondrial",P36542,3
"Oxygen-dependent coproporphyrinogen-III oxidase, mitochondrial",P36551,3
Signal recognition particle 14 kDa protein,P37108,3
Small ribosomal subunit protein eS19,P39019,3
Acidic leucine-rich nuclear phosphoprotein 32 family member A,P39687,3
von Hippel-Lindau disease tumor suppressor/Nuclear receptor coactivator 4,P40337|Q13772,3
von Hippel-Lindau disease tumor suppressor/Stimulator of interferon genes protein,P40337|Q86WV6,3
von Hippel-Lindau disease tumor suppressor/Forkhead box protein P3,P40337|Q9BZS1,3
ADP-ribosylation factor-like protein 1,P40616,3
Replication factor C subunit 5,P40937,3
Replication factor C subunit 3,P40938,3
N-alpha-acetyltransferase 10,P41227,3
ETS domain-containing protein Elk-3,P41970,3
"Lamina-associated polypeptide 2, isoform alpha",P42166,3
Matrin-3,P43243,3
DNA mismatch repair protein Msh2,P43246,3
Translocon-associated protein subunit alpha,P43307,3
Peptidyl-prolyl cis-trans isomerase C,P45877,3
Proliferation marker protein Ki-67,P46013,3
Small ribosomal subunit protein uS7,P46782,3
Small ribosomal subunit protein eS10,P46783,3
Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3A,P46977,3
Gamma-aminobutyric acid receptor subunit beta-2,P47870,3
Gamma-aminobutyric acid receptor subunit alpha-5/beta-2,P47870|P31644,3
Gamma-aminobutyric acid receptor subunit alpha-3/ beta-2,P47870|P34903,3
Gamma-aminobutyric acid receptor subunit alpha-2/beta-2,P47870|P47869,3
Glutamate receptor AMPA 3/4,P48058|P42263,3
Leptin receptor,P48357,3
G protein-activated inward rectifier potassium channel 1,P48549,3
T-complex protein 1 subunit epsilon,P48643,3
Mannan-binding lectin serine protease 1,P48740,3
Adhesion G protein-coupled receptor E5,P48960,3
Parathyroid hormone 2 receptor,P49190,3
Flavin-containing monooxygenase 5,P49326,3
T-complex protein 1 subunit gamma,P49368,3
Signal recognition particle 9 kDa protein,P49458,3
von Hippel-Lindau disease tumor suppressor/Casein kinase I isoform epsilon,P49674|P40337,3
"Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial",P50213,3
Sulfotransferase 1A2,P50226,3
T-complex protein 1 subunit theta,P50990,3
T-complex protein 1 subunit delta,P50991,3
"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase delta-1",P51178,3
Protein cereblon/SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 4,P51532|Q96SW2,3
Host cell factor 1,P51610,3
Eotaxin,P51671,3
G-protein coupled receptor 143,P51810,3
Hepatoma-derived growth factor,P51858,3
Protein cereblon/Hexokinase-2,P52789|Q96SW2,3
Large ribosomal subunit protein bL12m,P52815,3
Paired mesoderm homeobox protein 1,P54821,3
"Glycogen [starch] synthase, liver",P54840,3
Delta-1-pyrroline-5-carboxylate synthase,P54886,3
Exportin-2,P55060,3
"Trifunctional enzyme subunit beta, mitochondrial",P55084,3
Nck-associated protein 1-like,P55160,3
Protein fem-1 homolog B/Histone deacetylase 4,P56524|Q9UK73,3
Eukaryotic translation initiation factor 6,P56537,3
Transmembrane protein 33,P57088,3
Actin-related protein 2/3 complex subunit 4,P59998,3
Eukaryotic translation initiation factor 3 subunit E,P60228,3
Ras-related C3 botulinum toxin substrate 3,P60763,3
Proteasome subunit alpha type-6,P60900,3
Proteasome activator complex subunit 3,P61289,3
"10 kDa heat shock protein, mitochondrial",P61604,3
Small ubiquitin-related modifier 2/3 (SUMO 2/3),P61956|P55854,3
Protein cereblon/WD repeat-containing protein 5,P61964|Q96SW2,3
Heterogeneous nuclear ribonucleoprotein K,P61978,3
Small ribosomal subunit protein eS7,P62081,3
Neuronal calcium sensor 1,P62166,3
Neuronal calcium sensor 1/Synembryn-A,P62166|Q9NPQ8,3
Small ribosomal subunit protein uS8,P62244,3
Small ribosomal subunit protein uS9,P62249,3
Small ribosomal subunit protein uS14,P62273,3
Small ribosomal subunit protein uS15,P62277,3
Small nuclear ribonucleoprotein Sm D2,P62316,3
"Small ribosomal subunit protein eS4, X isoform",P62701,3
Transformer-2 protein homolog beta,P62995,3
Calcineurin subunit B type 1,P63098,3
"Dynein light chain 1, cytoplasmic",P63167,3
Signal peptidase complex catalytic subunit SEC11A,P67812,3
Tropomyosin alpha-4 chain,P67936,3
Ubiquitin-conjugating enzyme E2 L3,P68036,3
Tubulin alpha-4A chain,P68366,3
Protein cereblon/Tubulin beta,P68371|Q9H4B7|Q13509|P04350|Q3ZCM7|P07437|Q13885|Q9BVA1|Q9BUF5|Q96SW2|A6NNZ2,3
Coxsackievirus and adenovirus receptor,P78310,3
E3 ubiquitin-protein ligase RNF4,P78317,3
General transcription factor II-I,P78347,3
T-complex protein 1 subunit beta,P78371,3
ADP-ribosylation factor 1,P84077,3
ADP-ribosylation factor 5,P84085,3
Enhancer of rudimentary homolog,P84090,3
Serine/arginine-rich splicing factor 3,P84103,3
E3 ubiquitin-protein ligase XIAP/Bromodomain-containing protein 4,P98170|O60885,3
RNA-binding protein 3,P98179,3
Solute carrier family 25 member 3,Q00325,3
Baculoviral IAP repeat-containing protein 2/Cyclin-dependent kinase 6,Q00534|Q13490,3
E3 ubiquitin-protein ligase Mdm2/CDK6,Q00987|Q00534,3
DNA damage-binding protein 1/Protein cereblon/E3 ubiquitin-protein ligase Mdm2,Q00987|Q96SW2|Q16531,3
Splicing factor U2AF 35 kDa subunit,Q01081,3
"Spectrin beta chain, non-erythrocytic 1",Q01082,3
Protein SET,Q01105,3
Serine/arginine-rich splicing factor 2,Q01130,3
2-oxoglutarate dehydrogenase complex component E1,Q02218,3
Growth hormone-releasing hormone receptor,Q02643,3
"Beta-1,3-galactosyl-O-glycosyl-glycoprotein beta-1,6-N-acetylglucosaminyltransferase",Q02742,3
Lamin-B2,Q03252,3
6-pyruvoyl tetrahydrobiopterin synthase,Q03393,3
"KH domain-containing, RNA-binding, signal transduction-associated protein 1",Q07666,3
FACT complex subunit SSRP1,Q08945,3
Nuclear cap-binding protein subunit 1,Q09161,3
von Hippel-Lindau disease tumor suppressor/Histone acetyltransferase p300,Q09472|P40337,3
Neuroblast differentiation-associated protein AHNAK,Q09666,3
Splicing factor 3A subunit 3,Q12874,3
Aminoacyl tRNA synthase complex-interacting multifunctional protein 1,Q12904,3
Interleukin enhancer-binding factor 2,Q12905,3
Secretory phospholipase A2 receptor,Q13018,3
Protein disulfide-isomerase A2,Q13087,3
Protein Red,Q13123,3
PAK 1/CDC42,Q13153|P60953,3
Solute carrier family 13 member 2,Q13183,3
Urea transporter 1,Q13336,3
Eukaryotic translation initiation factor 3 subunit I,Q13347,3
tRNA (guanosine(18)-2'-O)-methyltransferase TARBP1,Q13395,3
Histone deacetylase complex subunit SAP130/Splicing factor 3B subunit 1/Splicing factor 3B subunit 2,Q13435|Q9H0E3|O75533,3
Baculoviral IAP repeat-containing protein 3/Huntingtin,Q13489|P42858,3
Baculoviral IAP repeat-containing protein 2/Phospholipid hydroperoxide glutathione peroxidase GPX4,Q13490|P36969,3
Protein cereblon/Tubulin beta-3 chain,Q13509|Q96SW2,3
BRD4/HDAC1,Q13547|O60885,3
Melatonin-related receptor,Q13585,3
Deoxyribonuclease gamma,Q13609,3
Protein patched homolog 1,Q13635,3
"Spectrin alpha chain, non-erythrocytic 1",Q13813,3
Heterogeneous nuclear ribonucleoprotein D0,Q14103,3
Eukaryotic translation initiation factor 3 subunit A,Q14152,3
Cytoplasmic dynein 1 heavy chain 1,Q14204,3
P-selectin/P-selectin glycoprotein ligand 1,Q14242|P16109,3
Src substrate cortactin,Q14247,3
E3 ubiquitin/ISG15 ligase TRIM25,Q14258,3
Fas-activated serine/threonine kinase,Q14296,3
RNA-binding protein 39,Q14498,3
Hepatocyte nuclear factor 4-gamma,Q14541,3
Nucleolar and coiled-body phosphoprotein 1,Q14978,3
Nuclear mitotic apparatus protein 1,Q14980,3
PCNA-associated factor,Q15004,3
von Hippel-Lindau disease tumor suppressor/Polycomb protein SUZ12,Q15022|P40337,3
116 kDa U5 small nuclear ribonucleoprotein component,Q15029,3
Josephin-1,Q15040,3
Serum paraoxonase/arylesterase 2,Q15165,3
Serum paraoxonase/lactonase 3,Q15166,3
Non-POU domain-containing octamer-binding protein,Q15233,3
Poly(rC)-binding protein 2,Q15366,3
Nuclear receptor subfamily 6 group A member 1,Q15406,3
Protein transport protein Sec23A,Q15436,3
Translin,Q15631,3
Intersectin-1,Q15811,3
Ionotropic glutamate receptor kainate 2/5,Q16478|Q13002,3
Dihydropyrimidinase-related protein 2,Q16555,3
Serine/arginine-rich splicing factor 7,Q16629,3
Glutathione S-transferase A3,Q16772,3
"Phosphoenolpyruvate carboxykinase [GTP], mitochondrial",Q16822,3
Sister chromatid cohesion protein PDS5 homolog A,Q29RF7,3
Kinesin-like protein KIF7,Q2M1P5,3
HLA-DRB2 protein,Q30155,3
Leucine-rich repeat flightless-interacting protein 1,Q32MZ4,3
Protein LSM12,Q3MHD2,3
Mitochondrial import inner membrane translocase subunit TIM50,Q3ZCQ8,3
Angiomotin,Q4VCS5,3
Histone-lysine N-methyltransferase SETMAR,Q53H47,3
Kelch-like protein 26,Q53HC5,3
Mesoderm-specific transcript homolog protein,Q5EB52,3
Serine/threonine-protein phosphatase 6 regulatory subunit 3,Q5H9R7,3
PCI domain-containing protein 2,Q5JVF3,3
Diacylglycerol kinase kappa,Q5KSL6,3
E3 ubiquitin-protein ligase UBR4,Q5T4S7,3
5'-nucleotidase domain-containing protein 1,Q5TFE4,3
Alpha/beta hydrolase domain-containing protein 17B,Q5VST6,3
Proteasome adapter and scaffold protein ECM29,Q5VYK3,3
Zinc finger protein 280D,Q6N043,3
Pre-mRNA-processing-splicing factor 8,Q6P2Q9,3
Rapamycin-insensitive companion of mTOR,Q6R327,3
"Monofunctional C1-tetrahydrofolate synthase, mitochondrial",Q6UB35,3
GDNF family receptor alpha-like,Q6UXV0,3
GRB10-interacting GYF protein 2,Q6Y7W6,3
"Acetylgalactosaminyl-O-glycosyl-glycoprotein beta-1,3-N-acetylglucosaminyltransferase",Q6ZMB0,3
Sialic acid-binding Ig-like lectin 15,Q6ZMC9,3
Kinesin-like protein KIF6,Q6ZMV9,3
Protein lin-28 homolog B,Q6ZN17,3
Protein lin-28 homolog A/B,Q6ZN17|Q9H9Z2,3
Ubiquitin carboxyl-terminal hydrolase 49,Q70CQ1,3
Ubiquitin carboxyl-terminal hydrolase 51,Q70EK9,3
Tubulin alpha-1A chain,Q71U36,3
eIF5-mimic protein 2,Q7L1Q6,3
Cytoplasmic FMR1-interacting protein 1,Q7L576,3
OTU domain-containing protein 6A,Q7L8S5,3
BRCA1-associated protein,Q7Z569,3
E3 ubiquitin-protein ligase HUWE1,Q7Z6Z7,3
YTH domain-containing family protein 3,Q7Z739,3
Protein LYRIC,Q86UE4,3
F-box only protein 11,Q86XK2,3
Transcriptional repressor p66-alpha,Q86YP4,3
DnaJ homolog subfamily C member 10,Q8IXB1,3
Ribonuclease SLFN12,Q8IYM2,3
E3 ubiquitin-protein ligase RNF168,Q8IYW5,3
G-protein coupled receptor 135,Q8IZ08,3
B-cell CLL/lymphoma 6 member B protein,Q8N143,3
Cell cycle and apoptosis regulator protein 2,Q8N163,3
Nuclear pore complex protein Nup93,Q8N1F7,3
Deubiquitinase OTUD6B,Q8N6M0,3
Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit C,Q8NB46,3
ATPase family gene 2 protein homolog A,Q8NB90,3
Lysosomal phospholipase A and acyltransferase,Q8NCC3,3
FAD synthase,Q8NFF5,3
Josephin-2,Q8TAC2,3
SWI/SNF complex subunit SMARCC2,Q8TAQ2,3
TBC1 domain family member 15,Q8TC07,3
G-protein coupled receptor 151,Q8TDV0,3
Taste receptor type 1 member 2,Q8TE23,3
Gem-associated protein 5,Q8TEQ6,3
Importin-4,Q8TEX9,3
Ubiquitin carboxyl-terminal hydrolase 33,Q8TEY7,3
von Hippel-Lindau disease tumor suppressor/Histone deacetylase 7,Q8WUI4|P40337,3
Protein cereblon/Histone deacetylase 7,Q8WUI4|Q96SW2,3
Programmed cell death 6-interacting protein,Q8WUM4,3
Connector enhancer of kinase suppressor of ras 2,Q8WXI2,3
Cationic amino acid transporter 3,Q8WY07,3
"Protein O-linked-mannose beta-1,2-N-acetylglucosaminyltransferase 1",Q8WZA1,3
Aquaporin-3,Q92482,3
Nicastrin,Q92542,3
Nuclear pore complex protein Nup205,Q92621,3
von Hippel-Lindau disease tumor suppressor/Estrogen receptor beta,Q92731|P40337,3
Protein fem-1 homolog B/Histone deacetylase 2,Q92769|Q9UK73,3
von Hippel-Lindau disease tumor suppressor/CREB-binding protein,Q92793|P40337,3
DNA repair protein RAD50,Q92878,3
Transportin-1,Q92973,3
Rho guanine nucleotide exchange factor 2,Q92974,3
Protein cereblon/Ubiquitin carboxyl-terminal hydrolase 7,Q93009|Q96SW2,3
Gamma-tubulin complex component 3,Q96CW5,3
Protein cereblon/NAD-dependent protein deacetylase sirtuin-1,Q96EB6|Q96SW2,3
AMSH-like protease,Q96FJ0,3
Conserved oligomeric Golgi complex subunit 3,Q96JB2,3
E3 ubiquitin-protein ligase ZFP91,Q96JP5,3
Mas-related G-protein coupled receptor member X3,Q96LB0,3
CCR4-NOT transcription complex subunit 6-like,Q96LI5,3
28S rRNA (cytosine-C(5))-methyltransferase,Q96P11,3
Proheparin-binding EGF-like growth factor,Q99075,3
Synaptic vesicle membrane protein VAT-1 homolog,Q99536,3
Phosphoinositide 3-kinase regulatory subunit 4,Q99570,3
Microsomal glutathione S-transferase 2,Q99735,3
T-complex protein 1 subunit eta,Q99832,3
Programmed cell death 1 ligand 2,Q9BQ51,3
Serine protease 27,Q9BQR3,3
Mitochondrial 2-oxodicarboxylate carrier,Q9BQT8,3
MICOS complex subunit MIC25,Q9BRQ6,3
Cancer-related nucleoside-triphosphatase,Q9BSD7,3
Gamma-tubulin complex component 2,Q9BSJ2,3
Extended synaptotagmin-1,Q9BSJ8,3
Plasma alpha-L-fucosidase,Q9BTY2,3
Heterogeneous nuclear ribonucleoprotein U-like protein 1,Q9BUJ2,3
Telomerase Cajal body protein 1,Q9BUR4,3
"Threonine--tRNA ligase, mitochondrial",Q9BW92,3
Leucine-rich repeat-containing G-protein coupled receptor 4,Q9BXB1,3
AP-1 complex subunit mu-1,Q9BXS5,3
Fanconi anemia group D2 protein,Q9BXW9,3
Inosine triphosphate pyrophosphatase,Q9BY32,3
Protein fem-1 homolog B/Histone deacetylase 8,Q9BY41|Q9UK73,3
Eukaryotic translation initiation factor 2A,Q9BY44,3
Phospholysine phosphohistidine inorganic pyrophosphate phosphatase,Q9H008,3
Voltage-gated inwardly rectifying potassium channel KCNH6,Q9H252,3
Sodium-coupled neutral amino acid symporter 1,Q9H2H9,3
ATP-dependent DNA/RNA helicase DHX36,Q9H2U1,3
Ataxin-3-like protein,Q9H3M9,3
Thioredoxin-related transmembrane protein 1,Q9H3N1,3
Frizzled-8,Q9H461,3
Fructosamine-3-kinase,Q9H479,3
IGF-like family receptor 1,Q9H665,3
5-azacytidine-induced protein 2,Q9H6S1,3
5' exonuclease Apollo,Q9H816,3
Nicotinamide/nicotinic acid mononucleotide adenylyltransferase 1,Q9HAN9,3
Exportin-5,Q9HAV4,3
Calcyclin-binding protein,Q9HB71,3
NmrA-like family domain-containing protein 1,Q9HBL8,3
BCL2L10/BID,Q9HD36|P55957,3
Fanconi anemia group F protein/Transcription factor HES-1,Q9NPI8|Q14469,3
Nucleolar RNA helicase 2,Q9NR30,3
CDC42 small effector protein 1,Q9NRR8,3
Glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase 1,Q9NS00,3
Structural maintenance of chromosomes protein 4,Q9NTJ3,3
"Palmitoyl-protein thioesterase ABHD10, mitochondrial",Q9NUJ1,3
Serine palmitoyltransferase 3,Q9NUV7,3
Small ribosomal subunit protein mS38,Q9NWT8,3
UDP-glucose:glycoprotein glucosyltransferase 1,Q9NYU2,3
Very-long-chain enoyl-CoA reductase,Q9NZ01,3
Constitutive coactivator of PPAR-gamma-like protein 1,Q9NZB2,3
Rho guanine nucleotide exchange factor 12,Q9NZN5,3
CCR4-NOT transcription complex subunit 2,Q9NZN8,3
Aryl-hydrocarbon-interacting protein-like 1,Q9NZN9,3
Potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 3,Q9P1Z3,3
Protein RCC2,Q9P258,3
Ataxin-10,Q9UBB4,3
Protein fem-1 homolog B/Protein deacetylase HDAC6,Q9UBN7|Q9UK73,3
Prefoldin subunit 2,Q9UHV9,3
Poly(U)-binding-splicing factor PUF60,Q9UHX1,3
METTL5-TRM112,Q9UI30|Q9NRN9,3
Probable G-protein coupled receptor 160,Q9UJ42,3
Frizzled-10,Q9ULW2,3
Apoptosis-associated speck-like protein containing a CARD,Q9ULZ3,3
Ubl carboxyl-terminal hydrolase 18,Q9UMW8,3
Ubiquitin carboxyl-terminal hydrolase 22,Q9UPT9,3
Ubiquitin carboxyl-terminal hydrolase 24,Q9UPU5,3
Structural maintenance of chromosomes protein 3,Q9UQE7,3
von Hippel-Lindau disease tumor suppressor/Histone deacetylase 5,Q9UQL6|P40337,3
Eukaryotic translation initiation factor 3 subunit L,Q9Y262,3
Phenylalanine--tRNA ligase alpha subunit,Q9Y285,3
Toll-like receptor 6,Q9Y2C9,3
Small ribosomal subunit protein uS7m,Q9Y2R9,3
Zinc finger and BTB domain-containing protein 32,Q9Y2Y4,3
Putative RNA-binding protein Luc7-like 2,Q9Y383,3
Peptidyl-prolyl cis-trans isomerase-like 1,Q9Y3C6,3
Small ribosomal subunit protein mS23,Q9Y3D9,3
Mitochondrial inner membrane m-AAA protease component AFG3L2,Q9Y4W6,3
"Beta-1,3-galactosyltransferase 1",Q9Y5Z6,3
Nuclear receptor corepressor 2,Q9Y618,3
Coatomer subunit gamma-1,Q9Y678,3
Ubiquitin carboxyl-terminal hydrolase 3,Q9Y6I4,3
Sodium bicarbonate cotransporter 3,Q9Y6M7,3
Very long chain fatty acid elongase 7,A1L3X0,4
"Complement component 3a receptor 1, isoform CRA_a",A8K2H7,4
TLR4-MD2,O00206|Q9Y6Y9,4
Tumor necrosis factor receptor superfamily member 10A,O00220,4
26S proteasome non-ATPase regulatory subunit 11,O00231,4
Cytochrome c oxidase subunit NDUFA4,O00483,4
Ras-related protein Rab-7L1,O14966,4
Actin-related protein 2/3 complex subunit 1B,O15143,4
von Hippel-Lindau disease tumor suppressor/Transcription intermediary factor 1-alpha,O15164|P40337,4
Axin-1,O15169,4
von Hippel-Lindau disease tumor suppressor/Mitogen-activated protein kinase 13,O15264|P40337,4
Prosaposin receptor GPR37,O15354,4
Actin-related protein 2/3 complex subunit 5,O15511,4
BUB3-interacting and GLEBS motif-containing protein ZNF207,O43670,4
Small glutamine-rich tetratricopeptide repeat-containing protein alpha,O43765,4
PH domain leucine-rich repeat-containing protein phosphatase 1,O60346,4
Heterogeneous nuclear ribonucleoprotein Q,O60506,4
Cell cycle checkpoint protein RAD1,O60671,4
"NADH dehydrogenase [ubiquinone] iron-sulfur protein 2, mitochondrial",O75306,4
Vacuolar protein sorting-associated protein 4B,O75351,4
"Citrate synthase, mitochondrial",O75390,4
Nuclear pore complex protein Nup155,O75694,4
Ribosomal L1 domain-containing protein 1,O76021,4
Mitochondrial import receptor subunit TOM70,O94826,4
Bifunctional 3'-phosphoadenosine 5'-phosphosulfate synthase 2,O95340,4
Serine/threonine-protein kinase Chk1/2,O96017|O14757,4
Cytochrome b5,P00167,4
Proto-oncogene serine/threonine-protein kinase mos,P00540,4
Myoglobin,P02144,4
Fibronectin,P02751,4
Baculoviral IAP repeat-containing protein 2/Estrogen receptor,P03372|Q13490,4
von Hippel-Lindau disease tumor suppressor/Hemagglutinin,P03452|P40337,4
Proto-oncogene Mas,P04201,4
T-cell receptor,P04437|P01848|P04435|P03979,4
Protein cereblon/High affinity nerve growth factor receptor,P04629|Q96SW2,4
Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1,P04843,4
Tyrosine-protein kinase BTK/Tyrosine-protein kinase Lck,P06239|Q06187,4
